,definitive,month,n_obs,ssn,std,std_error,year,year_fraction
1770-06-01,True,6,NaN,168.7,NaN,NaN,1770,1770.455
1770-07-01,True,7,NaN,163.3,NaN,NaN,1770,1770.5379999999998
1770-08-01,True,8,NaN,151.9,NaN,NaN,1770,1770.6229999999998
1770-09-01,True,9,NaN,142.9,NaN,NaN,1770,1770.707
1770-10-01,True,10,NaN,141.5,NaN,NaN,1770,1770.79
1770-11-01,True,11,NaN,148.2,NaN,NaN,1770,1770.874
1770-12-01,True,12,NaN,156.5,NaN,NaN,1770,1770.9579999999999
1771-01-01,True,1,NaN,156.1,NaN,NaN,1771,1771.0420000000001
1771-02-01,True,2,NaN,148.4,NaN,NaN,1771,1771.1229999999998
1771-03-01,True,3,NaN,143.5,NaN,NaN,1771,1771.204
1771-04-01,True,4,NaN,142.3,NaN,NaN,1771,1771.2879999999998
1771-05-01,True,5,NaN,139.1,NaN,NaN,1771,1771.371
1771-06-01,True,6,NaN,136.4,NaN,NaN,1771,1771.455
1771-07-01,True,7,NaN,140.5,NaN,NaN,1771,1771.5379999999998
1771-08-01,True,8,NaN,148.1,NaN,NaN,1771,1771.6229999999998
1771-09-01,True,9,NaN,150.1,NaN,NaN,1771,1771.707
1771-10-01,True,10,NaN,150.9,NaN,NaN,1771,1771.79
1771-11-01,True,11,NaN,144.8,NaN,NaN,1771,1771.874
1771-12-01,True,12,NaN,132.5,NaN,NaN,1771,1771.9579999999999
1772-01-01,True,1,NaN,128.9,NaN,NaN,1772,1772.0420000000001
1772-02-01,True,2,NaN,129.4,NaN,NaN,1772,1772.124
1772-03-01,True,3,NaN,125.7,NaN,NaN,1772,1772.2060000000001
1772-04-01,True,4,NaN,121.4,NaN,NaN,1772,1772.29
1772-05-01,True,5,NaN,117.9,NaN,NaN,1772,1772.3729999999998
1772-06-01,True,6,NaN,113.0,NaN,NaN,1772,1772.4560000000001
1772-07-01,True,7,NaN,107.6,NaN,NaN,1772,1772.54
1772-08-01,True,8,NaN,100.1,NaN,NaN,1772,1772.624
1772-09-01,True,9,NaN,97.2,NaN,NaN,1772,1772.7079999999999
1772-10-01,True,10,NaN,94.5,NaN,NaN,1772,1772.7910000000002
1772-11-01,True,11,NaN,90.6,NaN,NaN,1772,1772.874
1772-12-01,True,12,NaN,88.8,NaN,NaN,1772,1772.9579999999999
1773-01-01,True,1,NaN,83.4,NaN,NaN,1773,1773.0420000000001
1773-02-01,True,2,NaN,76.9,NaN,NaN,1773,1773.1229999999998
1773-03-01,True,3,NaN,72.4,NaN,NaN,1773,1773.204
1773-04-01,True,4,NaN,67.3,NaN,NaN,1773,1773.2879999999998
1773-05-01,True,5,NaN,62.3,NaN,NaN,1773,1773.371
1773-06-01,True,6,NaN,59.4,NaN,NaN,1773,1773.455
1773-07-01,True,7,NaN,57.4,NaN,NaN,1773,1773.5379999999998
1773-08-01,True,8,NaN,59.4,NaN,NaN,1773,1773.6229999999998
1773-09-01,True,9,NaN,62.2,NaN,NaN,1773,1773.707
1773-10-01,True,10,NaN,63.3,NaN,NaN,1773,1773.79
1773-11-01,True,11,NaN,64.8,NaN,NaN,1773,1773.874
1773-12-01,True,12,NaN,65.5,NaN,NaN,1773,1773.9579999999999
1774-01-01,True,1,NaN,64.8,NaN,NaN,1774,1774.0420000000001
1774-02-01,True,2,NaN,63.7,NaN,NaN,1774,1774.1229999999998
1774-03-01,True,3,NaN,61.8,NaN,NaN,1774,1774.204
1774-04-01,True,4,NaN,59.4,NaN,NaN,1774,1774.2879999999998
1774-05-01,True,5,NaN,56.9,NaN,NaN,1774,1774.371
1774-06-01,True,6,NaN,53.2,NaN,NaN,1774,1774.455
1774-07-01,True,7,NaN,48.1,NaN,NaN,1774,1774.5379999999998
1774-08-01,True,8,NaN,40.6,NaN,NaN,1774,1774.6229999999998
1774-09-01,True,9,NaN,33.0,NaN,NaN,1774,1774.707
1774-10-01,True,10,NaN,27.7,NaN,NaN,1774,1774.79
1774-11-01,True,11,NaN,22.1,NaN,NaN,1774,1774.874
1774-12-01,True,12,NaN,17.7,NaN,NaN,1774,1774.9579999999999
1775-01-01,True,1,NaN,15.4,NaN,NaN,1775,1775.0420000000001
1775-02-01,True,2,NaN,14.4,NaN,NaN,1775,1775.1229999999998
1775-03-01,True,3,NaN,14.1,NaN,NaN,1775,1775.204
1775-04-01,True,4,NaN,13.2,NaN,NaN,1775,1775.2879999999998
1775-05-01,True,5,NaN,12.5,NaN,NaN,1775,1775.371
1775-06-01,True,6,NaN,12.0,NaN,NaN,1775,1775.455
1775-07-01,True,7,NaN,12.9,NaN,NaN,1775,1775.5379999999998
1775-08-01,True,8,NaN,14.9,NaN,NaN,1775,1775.6229999999998
1775-09-01,True,9,NaN,15.3,NaN,NaN,1775,1775.707
1775-10-01,True,10,NaN,15.7,NaN,NaN,1775,1775.79
1775-11-01,True,11,NaN,16.9,NaN,NaN,1775,1775.874
1775-12-01,True,12,NaN,17.9,NaN,NaN,1775,1775.9579999999999
1776-01-01,True,1,NaN,18.4,NaN,NaN,1776,1776.0420000000001
1776-02-01,True,2,NaN,19.5,NaN,NaN,1776,1776.124
1776-03-01,True,3,NaN,21.5,NaN,NaN,1776,1776.2060000000001
1776-04-01,True,4,NaN,24.1,NaN,NaN,1776,1776.29
1776-05-01,True,5,NaN,27.2,NaN,NaN,1776,1776.3729999999998
1776-06-01,True,6,NaN,30.8,NaN,NaN,1776,1776.4560000000001
1776-07-01,True,7,NaN,34.7,NaN,NaN,1776,1776.54
1776-08-01,True,8,NaN,38.0,NaN,NaN,1776,1776.624
1776-09-01,True,9,NaN,42.0,NaN,NaN,1776,1776.7079999999999
1776-10-01,True,10,NaN,49.4,NaN,NaN,1776,1776.7910000000002
1776-11-01,True,11,NaN,59.3,NaN,NaN,1776,1776.874
1776-12-01,True,12,NaN,68.4,NaN,NaN,1776,1776.9579999999999
1777-01-01,True,1,NaN,79.2,NaN,NaN,1777,1777.0420000000001
1777-02-01,True,2,NaN,91.8,NaN,NaN,1777,1777.1229999999998
1777-03-01,True,3,NaN,104.9,NaN,NaN,1777,1777.204
1777-04-01,True,4,NaN,117.1,NaN,NaN,1777,1777.2879999999998
1777-05-01,True,5,NaN,130.2,NaN,NaN,1777,1777.371
1777-06-01,True,6,NaN,146.0,NaN,NaN,1777,1777.455
1777-07-01,True,7,NaN,163.4,NaN,NaN,1777,1777.5379999999998
1777-08-01,True,8,NaN,177.6,NaN,NaN,1777,1777.6229999999998
1777-09-01,True,9,NaN,189.3,NaN,NaN,1777,1777.707
1777-10-01,True,10,NaN,199.3,NaN,NaN,1777,1777.79
1777-11-01,True,11,NaN,213.7,NaN,NaN,1777,1777.874
1777-12-01,True,12,NaN,231.1,NaN,NaN,1777,1777.9579999999999
1778-01-01,True,1,NaN,241.4,NaN,NaN,1778,1778.0420000000001
1778-02-01,True,2,NaN,247.4,NaN,NaN,1778,1778.1229999999998
1778-03-01,True,3,NaN,253.2,NaN,NaN,1778,1778.204
1778-04-01,True,4,NaN,260.5,NaN,NaN,1778,1778.2879999999998
1778-05-01,True,5,NaN,264.3,NaN,NaN,1778,1778.371
1778-06-01,True,6,NaN,260.9,NaN,NaN,1778,1778.455
1778-07-01,True,7,NaN,252.9,NaN,NaN,1778,1778.5379999999998
1778-08-01,True,8,NaN,252.5,NaN,NaN,1778,1778.6229999999998
1778-09-01,True,9,NaN,255.3,NaN,NaN,1778,1778.707
1778-10-01,True,10,NaN,254.2,NaN,NaN,1778,1778.79
1778-11-01,True,11,NaN,247.3,NaN,NaN,1778,1778.874
1778-12-01,True,12,NaN,236.4,NaN,NaN,1778,1778.9579999999999
1779-01-01,True,1,NaN,231.7,NaN,NaN,1779,1779.0420000000001
1779-02-01,True,2,NaN,229.1,NaN,NaN,1779,1779.1229999999998
1779-03-01,True,3,NaN,222.9,NaN,NaN,1779,1779.204
1779-04-01,True,4,NaN,216.5,NaN,NaN,1779,1779.2879999999998
1779-05-01,True,5,NaN,211.7,NaN,NaN,1779,1779.371
1779-06-01,True,6,NaN,209.5,NaN,NaN,1779,1779.455
1779-07-01,True,7,NaN,206.8,NaN,NaN,1779,1779.5379999999998
1779-08-01,True,8,NaN,199.0,NaN,NaN,1779,1779.6229999999998
1779-09-01,True,9,NaN,192.9,NaN,NaN,1779,1779.707
1779-10-01,True,10,NaN,188.0,NaN,NaN,1779,1779.79
1779-11-01,True,11,NaN,182.3,NaN,NaN,1779,1779.874
1779-12-01,True,12,NaN,178.2,NaN,NaN,1779,1779.9579999999999
1780-01-01,True,1,NaN,172.5,NaN,NaN,1780,1780.0420000000001
1780-02-01,True,2,NaN,166.7,NaN,NaN,1780,1780.124
1780-03-01,True,3,NaN,163.7,NaN,NaN,1780,1780.2060000000001
1780-04-01,True,4,NaN,159.2,NaN,NaN,1780,1780.29
