,definitive,month,n_obs,ssn,std,std_error,year,year_fraction
1752-02-01,True,2,NaN,83.3,NaN,NaN,1752,1752.124
1752-03-01,True,3,NaN,118.3,NaN,NaN,1752,1752.2060000000001
1752-04-01,True,4,NaN,98.8,NaN,NaN,1752,1752.29
1752-05-01,True,5,NaN,99.5,NaN,NaN,1752,1752.3729999999998
1752-06-01,True,6,NaN,66.0,NaN,NaN,1752,1752.4560000000001
1752-07-01,True,7,NaN,130.7,NaN,NaN,1752,1752.54
1752-08-01,True,8,NaN,48.8,NaN,NaN,1752,1752.624
1752-09-01,True,9,NaN,45.2,NaN,NaN,1752,1752.7079999999999
1752-10-01,True,10,NaN,77.7,NaN,NaN,1752,1752.7910000000002
1752-11-01,True,11,NaN,62.7,NaN,NaN,1752,1752.874
1752-12-01,True,12,NaN,66.7,NaN,NaN,1752,1752.9579999999999
1753-01-01,True,1,NaN,73.3,NaN,NaN,1753,1753.0420000000001
1753-02-01,True,2,NaN,53.3,NaN,NaN,1753,1753.1229999999998
1753-03-01,True,3,NaN,76.2,NaN,NaN,1753,1753.204
1753-04-01,True,4,NaN,63.3,NaN,NaN,1753,1753.2879999999998
1753-05-01,True,5,NaN,60.0,NaN,NaN,1753,1753.371
1753-06-01,True,6,NaN,52.8,NaN,NaN,1753,1753.455
1753-07-01,True,7,NaN,36.7,NaN,NaN,1753,1753.5379999999998
1753-08-01,True,8,NaN,65.0,NaN,NaN,1753,1753.6229999999998
1753-09-01,True,9,NaN,46.7,NaN,NaN,1753,1753.707
1753-10-01,True,10,NaN,41.7,NaN,NaN,1753,1753.79
1753-11-01,True,11,NaN,33.3,NaN,NaN,1753,1753.874
1753-12-01,True,12,NaN,11.2,NaN,NaN,1753,1753.9579999999999
1754-01-01,True,1,NaN,0.0,NaN,NaN,1754,1754.0420000000001
1754-02-01,True,2,NaN,5.0,NaN,NaN,1754,1754.1229999999998
1754-03-01,True,3,NaN,2.8,NaN,NaN,1754,1754.204
1754-04-01,True,4,NaN,22.8,NaN,NaN,1754,1754.2879999999998
1754-05-01,True,5,NaN,34.5,NaN,NaN,1754,1754.371
1754-06-01,True,6,NaN,44.5,NaN,NaN,1754,1754.455
1754-07-01,True,7,NaN,31.3,NaN,NaN,1754,1754.5379999999998
1754-08-01,True,8,NaN,20.5,NaN,NaN,1754,1754.6229999999998
1754-09-01,True,9,NaN,13.7,NaN,NaN,1754,1754.707
1754-10-01,True,10,NaN,40.2,NaN,NaN,1754,1754.79
1754-11-01,True,11,NaN,22.0,NaN,NaN,1754,1754.874
1754-12-01,True,12,NaN,7.0,NaN,NaN,1754,1754.9579999999999
1755-01-01,True,1,NaN,17.0,NaN,NaN,1755,1755.0420000000001
1755-02-01,True,2,NaN,18.7,NaN,NaN,1755,1755.1229999999998
1755-03-01,True,3,NaN,11.3,NaN,NaN,1755,1755.204
1755-04-01,True,4,NaN,10.8,NaN,NaN,1755,1755.2879999999998
1755-05-01,True,5,NaN,0.0,NaN,NaN,1755,1755.371
1755-06-01,True,6,NaN,0.0,NaN,NaN,1755,1755.455
1755-07-01,True,7,NaN,14.3,NaN,NaN,1755,1755.5379999999998
1755-08-01,True,8,NaN,5.3,NaN,NaN,1755,1755.6229999999998
1755-09-01,True,9,NaN,29.7,NaN,NaN,1755,1755.707
1755-10-01,True,10,NaN,39.5,NaN,NaN,1755,1755.79
1755-11-01,True,11,NaN,11.3,NaN,NaN,1755,1755.874
1755-12-01,True,12,NaN,33.3,NaN,NaN,1755,1755.9579999999999
1756-01-01,True,1,NaN,20.8,NaN,NaN,1756,1756.0420000000001
1756-02-01,True,2,NaN,11.8,NaN,NaN,1756,1756.124
1756-03-01,True,3,NaN,9.0,NaN,NaN,1756,1756.2060000000001
1756-04-01,True,4,NaN,15.7,NaN,NaN,1756,1756.29
1756-05-01,True,5,NaN,20.8,NaN,NaN,1756,1756.3729999999998
1756-06-01,True,6,NaN,21.5,NaN,NaN,1756,1756.4560000000001
1756-07-01,True,7,NaN,6.0,NaN,NaN,1756,1756.54
1756-08-01,True,8,NaN,10.7,NaN,NaN,1756,1756.624
1756-09-01,True,9,NaN,19.7,NaN,NaN,1756,1756.7079999999999
1756-10-01,True,10,NaN,23.8,NaN,NaN,1756,1756.7910000000002
1756-11-01,True,11,NaN,28.3,NaN,NaN,1756,1756.874
1756-12-01,True,12,NaN,15.7,NaN,NaN,1756,1756.9579999999999
1757-01-01,True,1,NaN,23.5,NaN,NaN,1757,1757.0420000000001
1757-02-01,True,2,NaN,35.3,NaN,NaN,1757,1757.1229999999998
1757-03-01,True,3,NaN,43.7,NaN,NaN,1757,1757.204
1757-04-01,True,4,NaN,50.0,NaN,NaN,1757,1757.2879999999998
1757-05-01,True,5,NaN,63.5,NaN,NaN,1757,1757.371
1757-06-01,True,6,NaN,21.3,NaN,NaN,1757,1757.455
1757-07-01,True,7,NaN,41.7,NaN,NaN,1757,1757.5379999999998
1757-08-01,True,8,NaN,85.5,NaN,NaN,1757,1757.6229999999998
1757-09-01,True,9,NaN,66.2,NaN,NaN,1757,1757.707
1757-10-01,True,10,NaN,54.2,NaN,NaN,1757,1757.79
1757-11-01,True,11,NaN,107.8,NaN,NaN,1757,1757.874
1757-12-01,True,12,NaN,55.8,NaN,NaN,1757,1757.9579999999999
1758-01-01,True,1,NaN,62.7,NaN,NaN,1758,1758.0420000000001
1758-02-01,True,2,NaN,86.7,NaN,NaN,1758,1758.1229999999998
1758-03-01,True,3,NaN,81.7,NaN,NaN,1758,1758.204
1758-04-01,True,4,NaN,120.5,NaN,NaN,1758,1758.2879999999998
1758-05-01,True,5,NaN,77.3,NaN,NaN,1758,1758.371
1758-06-01,True,6,NaN,75.0,NaN,NaN,1758,1758.455
1758-07-01,True,7,NaN,73.3,NaN,NaN,1758,1758.5379999999998
1758-08-01,True,8,NaN,64.5,NaN,NaN,1758,1758.6229999999998
1758-09-01,True,9,NaN,104.2,NaN,NaN,1758,1758.707
1758-10-01,True,10,NaN,62.8,NaN,NaN,1758,1758.79
1758-11-01,True,11,NaN,71.7,NaN,NaN,1758,1758.874
1758-12-01,True,12,NaN,71.7,NaN,NaN,1758,1758.9579999999999
1759-01-01,True,1,NaN,80.5,NaN,NaN,1759,1759.0420000000001
1759-02-01,True,2,NaN,73.3,NaN,NaN,1759,1759.1229999999998
1759-03-01,True,3,NaN,78.0,NaN,NaN,1759,1759.204
1759-04-01,True,4,NaN,78.3,NaN,NaN,1759,1759.2879999999998
1759-05-01,True,5,NaN,81.7,NaN,NaN,1759,1759.371
1759-06-01,True,6,NaN,83.3,NaN,NaN,1759,1759.455
1759-07-01,True,7,NaN,85.0,NaN,NaN,1759,1759.5379999999998
1759-08-01,True,8,NaN,118.8,NaN,NaN,1759,1759.6229999999998
1759-09-01,True,9,NaN,128.7,NaN,NaN,1759,1759.707
1759-10-01,True,10,NaN,99.5,NaN,NaN,1759,1759.79
1759-11-01,True,11,NaN,77.2,NaN,NaN,1759,1759.874
1759-12-01,True,12,NaN,95.0,NaN,NaN,1759,1759.9579999999999
1760-01-01,True,1,NaN,112.2,NaN,NaN,1760,1760.0420000000001
1760-02-01,True,2,NaN,99.2,NaN,NaN,1760,1760.124
1760-03-01,True,3,NaN,124.5,NaN,NaN,1760,1760.2060000000001
1760-04-01,True,4,NaN,97.2,NaN,NaN,1760,1760.29
1760-05-01,True,5,NaN,120.0,NaN,NaN,1760,1760.3729999999998
1760-06-01,True,6,NaN,80.5,NaN,NaN,1760,1760.4560000000001
1760-07-01,True,7,NaN,110.0,NaN,NaN,1760,1760.54
1760-08-01,True,8,NaN,126.0,NaN,NaN,1760,1760.624
1760-09-01,True,9,NaN,102.2,NaN,NaN,1760,1760.7079999999999
1760-10-01,True,10,NaN,84.3,NaN,NaN,1760,1760.7910000000002
1760-11-01,True,11,NaN,99.5,NaN,NaN,1760,1760.874
1760-12-01,True,12,NaN,101.7,NaN,NaN,1760,1760.9579999999999
1761-01-01,True,1,NaN,116.7,NaN,NaN,1761,1761.0420000000001
1761-02-01,True,2,NaN,151.7,NaN,NaN,1761,1761.1229999999998
1761-03-01,True,3,NaN,134.5,NaN,NaN,1761,1761.204
1761-04-01,True,4,NaN,119.5,NaN,NaN,1761,1761.2879999999998
1761-05-01,True,5,NaN,178.7,NaN,NaN,1761,1761.371
1761-06-01,True,6,NaN,165.5,NaN,NaN,1761,1761.455
1761-07-01,True,7,NaN,156.8,NaN,NaN,1761,1761.5379999999998
1761-08-01,True,8,NaN,151.8,NaN,NaN,1761,1761.6229999999998
1761-09-01,True,9,NaN,167.8,NaN,NaN,1761,1761.707
1761-10-01,True,10,NaN,147.8,NaN,NaN,1761,1761.79
1761-11-01,True,11,NaN,149.5,NaN,NaN,1761,1761.874
1761-12-01,True,12,NaN,76.7,NaN,NaN,1761,1761.9579999999999
1762-01-01,True,1,NaN,73.0,NaN,NaN,1762,1762.0420000000001
1762-02-01,True,2,NaN,121.3,NaN,NaN,1762,1762.1229999999998
1762-03-01,True,3,NaN,76.2,NaN,NaN,1762,1762.204
1762-04-01,True,4,NaN,100.3,NaN,NaN,1762,1762.2879999999998
1762-05-01,True,5,NaN,66.5,NaN,NaN,1762,1762.371
1762-06-01,True,6,NaN,128.5,NaN,NaN,1762,1762.455
1762-07-01,True,7,NaN,56.3,NaN,NaN,1762,1762.5379999999998
1762-08-01,True,8,NaN,112.8,NaN,NaN,1762,1762.6229999999998
1762-09-01,True,9,NaN,114.2,NaN,NaN,1762,1762.707
1762-10-01,True,10,NaN,115.5,NaN,NaN,1762,1762.79
1762-11-01,True,11,NaN,129.7,NaN,NaN,1762,1762.874
1762-12-01,True,12,NaN,128.7,NaN,NaN,1762,1762.9579999999999
1763-01-01,True,1,NaN,94.2,NaN,NaN,1763,1763.0420000000001
1763-02-01,True,2,NaN,53.2,NaN,NaN,1763,1763.1229999999998
1763-03-01,True,3,NaN,57.0,NaN,NaN,1763,1763.204
1763-04-01,True,4,NaN,54.8,NaN,NaN,1763,1763.2879999999998
1763-05-01,True,5,NaN,54.5,NaN,NaN,1763,1763.371
1763-06-01,True,6,NaN,59.7,NaN,NaN,1763,1763.455
1763-07-01,True,7,NaN,90.3,NaN,NaN,1763,1763.5379999999998
1763-08-01,True,8,NaN,44.2,NaN,NaN,1763,1763.6229999999998
1763-09-01,True,9,NaN,113.5,NaN,NaN,1763,1763.707
1763-10-01,True,10,NaN,77.2,NaN,NaN,1763,1763.79
1763-11-01,True,11,NaN,101.5,NaN,NaN,1763,1763.874
1763-12-01,True,12,NaN,102.3,NaN,NaN,1763,1763.9579999999999
1764-01-01,True,1,NaN,99.5,NaN,NaN,1764,1764.0420000000001
1764-02-01,True,2,NaN,99.5,NaN,NaN,1764,1764.124
1764-03-01,True,3,NaN,67.0,NaN,NaN,1764,1764.2060000000001
1764-04-01,True,4,NaN,57.3,NaN,NaN,1764,1764.29
1764-05-01,True,5,NaN,73.8,NaN,NaN,1764,1764.3729999999998
1764-06-01,True,6,NaN,50.0,NaN,NaN,1764,1764.4560000000001
1764-07-01,True,7,NaN,50.0,NaN,NaN,1764,1764.54
1764-08-01,True,8,NaN,50.0,NaN,NaN,1764,1764.624
1764-09-01,True,9,NaN,47.0,NaN,NaN,1764,1764.7079999999999
1764-10-01,True,10,NaN,46.7,NaN,NaN,1764,1764.7910000000002
1764-11-01,True,11,NaN,43.3,NaN,NaN,1764,1764.874
1764-12-01,True,12,NaN,42.8,NaN,NaN,1764,1764.9579999999999
1765-01-01,True,1,NaN,40.0,NaN,NaN,1765,1765.0420000000001
1765-02-01,True,2,NaN,43.3,NaN,NaN,1765,1765.1229999999998
1765-03-01,True,3,NaN,41.7,NaN,NaN,1765,1765.204
1765-04-01,True,4,NaN,36.7,NaN,NaN,1765,1765.2879999999998
1765-05-01,True,5,NaN,33.7,NaN,NaN,1765,1765.371
1765-06-01,True,6,NaN,33.3,NaN,NaN,1765,1765.455
1765-07-01,True,7,NaN,45.0,NaN,NaN,1765,1765.5379999999998
1765-08-01,True,8,NaN,49.5,NaN,NaN,1765,1765.6229999999998
1765-09-01,True,9,NaN,26.7,NaN,NaN,1765,1765.707
1765-10-01,True,10,NaN,23.3,NaN,NaN,1765,1765.79
1765-11-01,True,11,NaN,23.3,NaN,NaN,1765,1765.874
1765-12-01,True,12,NaN,21.7,NaN,NaN,1765,1765.9579999999999
1766-01-01,True,1,NaN,20.0,NaN,NaN,1766,1766.0420000000001
1766-02-01,True,2,NaN,18.3,NaN,NaN,1766,1766.1229999999998
1766-03-01,True,3,NaN,61.0,NaN,NaN,1766,1766.204
1766-04-01,True,4,NaN,10.0,NaN,NaN,1766,1766.2879999999998
1766-05-01,True,5,NaN,44.7,NaN,NaN,1766,1766.371
1766-06-01,True,6,NaN,5.0,NaN,NaN,1766,1766.455
1766-07-01,True,7,NaN,5.5,NaN,NaN,1766,1766.5379999999998
1766-08-01,True,8,NaN,6.7,NaN,NaN,1766,1766.6229999999998
1766-09-01,True,9,NaN,7.2,NaN,NaN,1766,1766.707
1766-10-01,True,10,NaN,8.3,NaN,NaN,1766,1766.79
1766-11-01,True,11,NaN,9.5,NaN,NaN,1766,1766.874
1766-12-01,True,12,NaN,32.0,NaN,NaN,1766,1766.9579999999999
1767-01-01,True,1,NaN,45.7,NaN,NaN,1767,1767.0420000000001
1767-02-01,True,2,NaN,50.0,NaN,NaN,1767,1767.1229999999998
1767-03-01,True,3,NaN,71.7,NaN,NaN,1767,1767.204
1767-04-01,True,4,NaN,54.8,NaN,NaN,1767,1767.2879999999998
1767-05-01,True,5,NaN,49.7,NaN,NaN,1767,1767.371
1767-06-01,True,6,NaN,55.5,NaN,NaN,1767,1767.455
1767-07-01,True,7,NaN,36.5,NaN,NaN,1767,1767.5379999999998
1767-08-01,True,8,NaN,68.0,NaN,NaN,1767,1767.6229999999998
1767-09-01,True,9,NaN,71.2,NaN,NaN,1767,1767.707
1767-10-01,True,10,NaN,73.5,NaN,NaN,1767,1767.79
1767-11-01,True,11,NaN,91.2,NaN,NaN,1767,1767.874
1767-12-01,True,12,NaN,88.8,NaN,NaN,1767,1767.9579999999999
1768-01-01,True,1,NaN,89.2,NaN,NaN,1768,1768.0420000000001
1768-02-01,True,2,NaN,110.2,NaN,NaN,1768,1768.124
1768-03-01,True,3,NaN,77.2,NaN,NaN,1768,1768.2060000000001
1768-04-01,True,4,NaN,71.2,NaN,NaN,1768,1768.29
1768-05-01,True,5,NaN,129.5,NaN,NaN,1768,1768.3729999999998
1768-06-01,True,6,NaN,129.0,NaN,NaN,1768,1768.4560000000001
1768-07-01,True,7,NaN,87.7,NaN,NaN,1768,1768.54
1768-08-01,True,8,NaN,111.3,NaN,NaN,1768,1768.624
1768-09-01,True,9,NaN,124.7,NaN,NaN,1768,1768.7079999999999
1768-10-01,True,10,NaN,129.7,NaN,NaN,1768,1768.7910000000002
1768-11-01,True,11,NaN,151.0,NaN,NaN,1768,1768.874
1768-12-01,True,12,NaN,186.3,NaN,NaN,1768,1768.9579999999999
1769-01-01,True,1,NaN,123.2,NaN,NaN,1769,1769.0420000000001
1769-02-01,True,2,NaN,107.0,NaN,NaN,1769,1769.1229999999998
1769-03-01,True,3,NaN,107.2,NaN,NaN,1769,1769.204
1769-04-01,True,4,NaN,161.2,NaN,NaN,1769,1769.2879999999998
1769-05-01,True,5,NaN,122.7,NaN,NaN,1769,1769.371
1769-06-01,True,6,NaN,157.3,NaN,NaN,1769,1769.455
1769-07-01,True,7,NaN,197.7,NaN,NaN,1769,1769.5379999999998
1769-08-01,True,8,NaN,200.5,NaN,NaN,1769,1769.6229999999998
1769-09-01,True,9,NaN,248.0,NaN,NaN,1769,1769.707
1769-10-01,True,10,NaN,263.7,NaN,NaN,1769,1769.79
1769-11-01,True,11,NaN,246.8,NaN,NaN,1769,1769.874
1769-12-01,True,12,NaN,186.7,NaN,NaN,1769,1769.9579999999999
1770-01-01,True,1,NaN,173.3,NaN,NaN,1770,1770.0420000000001
1770-02-01,True,2,NaN,237.5,NaN,NaN,1770,1770.1229999999998
1770-03-01,True,3,NaN,133.5,NaN,NaN,1770,1770.204
1770-04-01,True,4,NaN,85.0,NaN,NaN,1770,1770.2879999999998
1770-05-01,True,5,NaN,116.8,NaN,NaN,1770,1770.371
1770-06-01,True,6,NaN,138.8,NaN,NaN,1770,1770.455
1770-07-01,True,7,NaN,183.0,NaN,NaN,1770,1770.5379999999998
1770-08-01,True,8,NaN,210.5,NaN,NaN,1770,1770.6229999999998
1770-09-01,True,9,NaN,174.0,NaN,NaN,1770,1770.707
1770-10-01,True,10,NaN,172.7,NaN,NaN,1770,1770.79
1770-11-01,True,11,NaN,220.3,NaN,NaN,1770,1770.874
1770-12-01,True,12,NaN,170.5,NaN,NaN,1770,1770.9579999999999
1771-01-01,True,1,NaN,60.0,NaN,NaN,1771,1771.0420000000001
1771-02-01,True,2,NaN,77.0,NaN,NaN,1771,1771.1229999999998
1771-03-01,True,3,NaN,77.8,NaN,NaN,1771,1771.204
1771-04-01,True,4,NaN,108.2,NaN,NaN,1771,1771.2879999999998
1771-05-01,True,5,NaN,254.5,NaN,NaN,1771,1771.371
1771-06-01,True,6,NaN,199.2,NaN,NaN,1771,1771.455
1771-07-01,True,7,NaN,112.8,NaN,NaN,1771,1771.5379999999998
1771-08-01,True,8,NaN,97.5,NaN,NaN,1771,1771.6229999999998
1771-09-01,True,9,NaN,169.0,NaN,NaN,1771,1771.707
1771-10-01,True,10,NaN,150.0,NaN,NaN,1771,1771.79
1771-11-01,True,11,NaN,166.2,NaN,NaN,1771,1771.874
1771-12-01,True,12,NaN,159.5,NaN,NaN,1771,1771.9579999999999
1772-01-01,True,1,NaN,168.2,NaN,NaN,1772,1772.0420000000001
1772-02-01,True,2,NaN,151.3,NaN,NaN,1772,1772.124
1772-03-01,True,3,NaN,51.8,NaN,NaN,1772,1772.2060000000001
1772-04-01,True,4,NaN,153.7,NaN,NaN,1772,1772.29
1772-05-01,True,5,NaN,63.3,NaN,NaN,1772,1772.3729999999998
1772-06-01,True,6,NaN,95.0,NaN,NaN,1772,1772.4560000000001
1772-07-01,True,7,NaN,128.8,NaN,NaN,1772,1772.54
1772-08-01,True,8,NaN,93.7,NaN,NaN,1772,1772.624
1772-09-01,True,9,NaN,84.2,NaN,NaN,1772,1772.7079999999999
1772-10-01,True,10,NaN,131.0,NaN,NaN,1772,1772.7910000000002
1772-11-01,True,11,NaN,102.2,NaN,NaN,1772,1772.874
1772-12-01,True,12,NaN,106.7,NaN,NaN,1772,1772.9579999999999
1773-01-01,True,1,NaN,91.0,NaN,NaN,1773,1773.0420000000001
1773-02-01,True,2,NaN,48.3,NaN,NaN,1773,1773.1229999999998
1773-03-01,True,3,NaN,85.3,NaN,NaN,1773,1773.204
1773-04-01,True,4,NaN,54.8,NaN,NaN,1773,1773.2879999999998
1773-05-01,True,5,NaN,68.5,NaN,NaN,1773,1773.371
1773-06-01,True,6,NaN,47.3,NaN,NaN,1773,1773.455
1773-07-01,True,7,NaN,46.2,NaN,NaN,1773,1773.5379999999998
1773-08-01,True,8,NaN,21.2,NaN,NaN,1773,1773.6229999999998
1773-09-01,True,9,NaN,48.8,NaN,NaN,1773,1773.707
1773-10-01,True,10,NaN,43.8,NaN,NaN,1773,1773.79
1773-11-01,True,11,NaN,68.2,NaN,NaN,1773,1773.874
1773-12-01,True,12,NaN,72.0,NaN,NaN,1773,1773.9579999999999
1774-01-01,True,1,NaN,78.0,NaN,NaN,1774,1774.0420000000001
1774-02-01,True,2,NaN,109.0,NaN,NaN,1774,1774.1229999999998
1774-03-01,True,3,NaN,92.8,NaN,NaN,1774,1774.204
1774-04-01,True,4,NaN,73.0,NaN,NaN,1774,1774.2879999999998
1774-05-01,True,5,NaN,85.5,NaN,NaN,1774,1774.371
1774-06-01,True,6,NaN,47.5,NaN,NaN,1774,1774.455
1774-07-01,True,7,NaN,29.2,NaN,NaN,1774,1774.5379999999998
1774-08-01,True,8,NaN,11.0,NaN,NaN,1774,1774.6229999999998
1774-09-01,True,9,NaN,13.2,NaN,NaN,1774,1774.707
1774-10-01,True,10,NaN,23.3,NaN,NaN,1774,1774.79
1774-11-01,True,11,NaN,29.5,NaN,NaN,1774,1774.874
1774-12-01,True,12,NaN,20.3,NaN,NaN,1774,1774.9579999999999
1775-01-01,True,1,NaN,7.3,NaN,NaN,1775,1775.0420000000001
1775-02-01,True,2,NaN,0.0,NaN,NaN,1775,1775.1229999999998
1775-03-01,True,3,NaN,19.3,NaN,NaN,1775,1775.204
1775-04-01,True,4,NaN,18.7,NaN,NaN,1775,1775.2879999999998
1775-05-01,True,5,NaN,6.5,NaN,NaN,1775,1775.371
1775-06-01,True,6,NaN,20.5,NaN,NaN,1775,1775.455
1775-07-01,True,7,NaN,1.7,NaN,NaN,1775,1775.5379999999998
1775-08-01,True,8,NaN,13.2,NaN,NaN,1775,1775.6229999999998
1775-09-01,True,9,NaN,5.3,NaN,NaN,1775,1775.707
1775-10-01,True,10,NaN,9.3,NaN,NaN,1775,1775.79
1775-11-01,True,11,NaN,25.2,NaN,NaN,1775,1775.874
1775-12-01,True,12,NaN,13.2,NaN,NaN,1775,1775.9579999999999
1776-01-01,True,1,NaN,36.2,NaN,NaN,1776,1776.0420000000001
1776-02-01,True,2,NaN,19.3,NaN,NaN,1776,1776.124
1776-03-01,True,3,NaN,10.5,NaN,NaN,1776,1776.2060000000001
1776-04-01,True,4,NaN,36.3,NaN,NaN,1776,1776.29
1776-05-01,True,5,NaN,18.7,NaN,NaN,1776,1776.3729999999998
1776-06-01,True,6,NaN,31.7,NaN,NaN,1776,1776.4560000000001
1776-07-01,True,7,NaN,1.7,NaN,NaN,1776,1776.54
1776-08-01,True,8,NaN,40.3,NaN,NaN,1776,1776.624
1776-09-01,True,9,NaN,26.7,NaN,NaN,1776,1776.7079999999999
1776-10-01,True,10,NaN,50.0,NaN,NaN,1776,1776.7910000000002
1776-11-01,True,11,NaN,58.3,NaN,NaN,1776,1776.874
1776-12-01,True,12,NaN,66.7,NaN,NaN,1776,1776.9579999999999
1777-01-01,True,1,NaN,75.0,NaN,NaN,1777,1777.0420000000001
1777-02-01,True,2,NaN,60.8,NaN,NaN,1777,1777.1229999999998
1777-03-01,True,3,NaN,65.0,NaN,NaN,1777,1777.204
1777-04-01,True,4,NaN,159.2,NaN,NaN,1777,1777.2879999999998
1777-05-01,True,5,NaN,133.8,NaN,NaN,1777,1777.371
1777-06-01,True,6,NaN,134.5,NaN,NaN,1777,1777.455
1777-07-01,True,7,NaN,158.3,NaN,NaN,1777,1777.5379999999998
1777-08-01,True,8,NaN,186.7,NaN,NaN,1777,1777.6229999999998
1777-09-01,True,9,NaN,193.7,NaN,NaN,1777,1777.707
1777-10-01,True,10,NaN,177.5,NaN,NaN,1777,1777.79
1777-11-01,True,11,NaN,243.3,NaN,NaN,1777,1777.874
1777-12-01,True,12,NaN,262.2,NaN,NaN,1777,1777.9579999999999
1778-01-01,True,1,NaN,295.5,NaN,NaN,1778,1778.0420000000001
1778-02-01,True,2,NaN,182.2,NaN,NaN,1778,1778.1229999999998
1778-03-01,True,3,NaN,223.3,NaN,NaN,1778,1778.204
1778-04-01,True,4,NaN,241.7,NaN,NaN,1778,1778.2879999999998
1778-05-01,True,5,NaN,398.2,NaN,NaN,1778,1778.371
1778-06-01,True,6,NaN,286.0,NaN,NaN,1778,1778.455
1778-07-01,True,7,NaN,255.0,NaN,NaN,1778,1778.5379999999998
1778-08-01,True,8,NaN,233.3,NaN,NaN,1778,1778.6229999999998
1778-09-01,True,9,NaN,286.2,NaN,NaN,1778,1778.707
1778-10-01,True,10,NaN,260.5,NaN,NaN,1778,1778.79
1778-11-01,True,11,NaN,250.5,NaN,NaN,1778,1778.874
1778-12-01,True,12,NaN,175.0,NaN,NaN,1778,1778.9579999999999
1779-01-01,True,1,NaN,191.2,NaN,NaN,1779,1779.0420000000001
1779-02-01,True,2,NaN,276.2,NaN,NaN,1779,1779.1229999999998
1779-03-01,True,3,NaN,196.7,NaN,NaN,1779,1779.204
1779-04-01,True,4,NaN,241.7,NaN,NaN,1779,1779.2879999999998
1779-05-01,True,5,NaN,233.3,NaN,NaN,1779,1779.371
1779-06-01,True,6,NaN,189.5,NaN,NaN,1779,1779.455
1779-07-01,True,7,NaN,238.3,NaN,NaN,1779,1779.5379999999998
1779-08-01,True,8,NaN,186.7,NaN,NaN,1779,1779.6229999999998
1779-09-01,True,9,NaN,185.0,NaN,NaN,1779,1779.707
1779-10-01,True,10,NaN,206.7,NaN,NaN,1779,1779.79
1779-11-01,True,11,NaN,190.0,NaN,NaN,1779,1779.874
1779-12-01,True,12,NaN,183.3,NaN,NaN,1779,1779.9579999999999
1780-01-01,True,1,NaN,116.7,NaN,NaN,1780,1780.0420000000001
1780-02-01,True,2,NaN,163.3,NaN,NaN,1780,1780.124
1780-03-01,True,3,NaN,163.3,NaN,NaN,1780,1780.2060000000001
1780-04-01,True,4,NaN,158.3,NaN,NaN,1780,1780.29
